touch_id,lead_id,campaign_id,touch_date,response,treatment_group
P54432,L41850,CMP001,2024-04-08,Unsubscribed,Treatment
P54433,L41853,CMP001,2024-04-21,Opened,Treatment
P54434,L41856,CMP001,2024-04-16,Replied,Control
P54435,L41859,CMP001,2024-04-14,No Action,Control
P54436,L41860,CMP001,2024-04-25,Replied,Treatment
P54437,L41863,CMP001,2024-04-24,Opened,Control
P54438,L41864,CMP001,2024-04-24,Clicked,Treatment
P54439,L41865,CMP001,2024-04-30,No Action,Treatment
P54440,L41866,CMP001,2024-04-10,Opened,Treatment
P54441,L41868,CMP001,2024-05-02,Clicked,Control
P54442,L41869,CMP001,2024-04-25,Replied,Control
P54443,L41870,CMP001,2024-04-17,Unsubscribed,Control
P54444,L41872,CMP001,2024-05-03,No Action,Treatment
P54445,L41873,CMP001,2024-04-14,No Action,Treatment
P54446,L41875,CMP001,2024-04-10,Clicked,Treatment
P54447,L41876,CMP001,2024-04-25,Opened,Treatment
P54448,L41879,CMP001,2024-04-09,Clicked,Treatment
P54449,L41880,CMP001,2024-04-18,No Action,Control
P54450,L41881,CMP001,2024-04-25,Opened,Control
P54451,L41882,CMP001,2024-05-01,Opened,Treatment
P54452,L41884,CMP001,2024-04-28,Clicked,Treatment
P54453,L41887,CMP001,2024-04-20,No Action,Treatment
P54454,L41888,CMP001,2024-05-02,No Action,Control
P54455,L41892,CMP001,2024-05-01,Replied,Control
P54456,L41893,CMP001,2024-04-09,Clicked,Treatment
P54457,L41894,CMP001,2024-04-11,No Action,Control
P54458,L41895,CMP001,2024-04-29,No Action,Control
P54459,L41898,CMP001,2024-05-01,No Action,Control
P54460,L41901,CMP001,2024-04-21,No Action,Treatment
P54461,L41902,CMP001,2024-04-28,Replied,Treatment
P54462,L41904,CMP001,2024-04-26,Opened,Treatment
P54463,L41905,CMP001,2024-04-25,No Action,Control
P54464,L41907,CMP001,2024-04-22,Replied,Treatment
P54465,L41909,CMP001,2024-05-04,No Action,Treatment
P54466,L41910,CMP001,2024-04-16,Opened,Control
P54467,L41911,CMP001,2024-04-20,No Action,Control
P54468,L41914,CMP001,2024-04-21,No Action,Control
P54469,L41918,CMP001,2024-04-17,Replied,Treatment
P54470,L41919,CMP001,2024-04-21,Opened,Treatment
P54471,L41921,CMP001,2024-05-02,No Action,Treatment
P54472,L41922,CMP001,2024-05-01,Clicked,Control
P54473,L41926,CMP001,2024-04-30,Opened,Control
P54474,L41927,CMP001,2024-04-16,Opened,Control
P54475,L41932,CMP001,2024-04-19,No Action,Control
P54476,L41935,CMP001,2024-05-06,No Action,Control
P54477,L41938,CMP001,2024-05-03,No Action,Control
P54478,L41939,CMP001,2024-04-30,Clicked,Control
P54479,L41942,CMP001,2024-04-26,Replied,Treatment
P54480,L41946,CMP001,2024-04-19,Unsubscribed,Treatment
P54481,L41949,CMP001,2024-04-13,No Action,Control
P54482,L41950,CMP001,2024-05-01,Opened,Treatment
P54483,L41951,CMP001,2024-05-02,No Action,Control
P54484,L41955,CMP001,2024-04-22,No Action,Control
P54485,L41959,CMP001,2024-04-19,Opened,Control
P54486,L41960,CMP001,2024-04-24,Clicked,Treatment
P54487,L41964,CMP001,2024-04-28,No Action,Control
P54488,L41966,CMP001,2024-05-05,Replied,Control
P54489,L41969,CMP001,2024-04-23,No Action,Control
P54490,L41970,CMP001,2024-05-05,No Action,Control
P54491,L41971,CMP001,2024-04-20,No Action,Control
P54492,L41973,CMP001,2024-05-01,No Action,Control
P54493,L41977,CMP001,2024-04-24,Clicked,Control
P54494,L41978,CMP001,2024-04-23,No Action,Treatment
P54495,L41980,CMP001,2024-05-10,Opened,Treatment
P54496,L41981,CMP001,2024-04-27,Opened,Treatment
P54497,L41982,CMP001,2024-05-09,Opened,Control
P54498,L41984,CMP001,2024-05-08,No Action,Treatment
P54499,L41988,CMP001,2024-04-15,Opened,Treatment
P54500,L41991,CMP001,2024-05-10,No Action,Control
P54501,L41992,CMP001,2024-04-21,Opened,Control
P54502,L41993,CMP001,2024-04-23,Replied,Treatment
P54503,L41994,CMP001,2024-04-29,Unsubscribed,Control
P54504,L41998,CMP001,2024-05-03,Opened,Control
P54505,L42002,CMP001,2024-04-25,Replied,Treatment
P54506,L42007,CMP001,2024-04-24,No Action,Control
P54507,L42008,CMP001,2024-05-05,Opened,Treatment
P54508,L42014,CMP001,2024-05-03,No Action,Control
P54509,L42017,CMP001,2024-04-16,Opened,Treatment
P54510,L42022,CMP001,2024-05-11,No Action,Control
P54511,L42024,CMP001,2024-04-24,No Action,Control
P54512,L42027,CMP001,2024-04-29,No Action,Control
P54513,L42029,CMP001,2024-04-21,Clicked,Treatment
P54514,L42030,CMP001,2024-05-02,No Action,Control
P54515,L42031,CMP001,2024-05-07,Opened,Treatment
P54516,L42033,CMP001,2024-04-18,Opened,Treatment
P54517,L42037,CMP001,2024-05-01,No Action,Control
P54518,L42038,CMP001,2024-05-04,Opened,Treatment
P54519,L42040,CMP001,2024-05-06,Opened,Treatment
P54520,L42046,CMP001,2024-04-24,Unsubscribed,Control
P54521,L42048,CMP001,2024-04-23,Replied,Treatment
P54522,L42050,CMP001,2024-04-30,No Action,Control
P54523,L42052,CMP001,2024-05-08,Replied,Treatment
P54524,L42053,CMP001,2024-05-07,No Action,Treatment
P54525,L42057,CMP001,2024-04-30,Opened,Treatment
P54526,L42059,CMP001,2024-04-24,Replied,Treatment
P54527,L42060,CMP001,2024-04-29,Replied,Treatment
P54528,L42065,CMP001,2024-04-30,No Action,Control
P54529,L42073,CMP001,2024-04-27,No Action,Treatment
P54530,L42075,CMP001,2024-04-26,Replied,Treatment
P54531,L42080,CMP001,2024-05-05,No Action,Treatment
P54532,L42081,CMP001,2024-05-13,Opened,Control
P54533,L42082,CMP001,2024-05-06,Opened,Treatment
P54534,L42084,CMP001,2024-05-12,Unsubscribed,Treatment
P54535,L42086,CMP001,2024-05-08,Clicked,Treatment
P54536,L42088,CMP001,2024-05-04,No Action,Control
P54537,L42089,CMP001,2024-05-11,No Action,Treatment
P54538,L42093,CMP001,2024-04-23,Opened,Treatment
P54539,L42096,CMP001,2024-05-09,No Action,Control
P54540,L42097,CMP001,2024-05-15,Clicked,Control
P54541,L42099,CMP001,2024-05-13,Opened,Treatment
P54542,L42102,CMP001,2024-05-02,Clicked,Treatment
P54543,L42103,CMP001,2024-04-24,Replied,Treatment
P54544,L42106,CMP001,2024-05-03,No Action,Control
P54545,L42107,CMP001,2024-04-28,Clicked,Treatment
P54546,L42108,CMP001,2024-05-10,Replied,Treatment
P54547,L42113,CMP001,2024-05-16,Opened,Treatment
P54548,L42114,CMP001,2024-05-09,Opened,Treatment
P54549,L42116,CMP001,2024-04-24,Opened,Control
P54550,L42118,CMP001,2024-05-09,No Action,Control
P54551,L42119,CMP001,2024-05-09,No Action,Control
P54552,L42121,CMP001,2024-05-17,No Action,Treatment
P54553,L42122,CMP001,2024-05-07,Opened,Treatment
P54554,L42123,CMP001,2024-04-27,Opened,Control
P54555,L42124,CMP001,2024-05-12,No Action,Treatment
P54556,L42125,CMP001,2024-05-02,No Action,Treatment
P54557,L42127,CMP001,2024-05-06,Opened,Treatment
P54558,L42130,CMP001,2024-04-28,Opened,Treatment
P54559,L42131,CMP001,2024-05-13,Replied,Treatment
P54560,L42134,CMP001,2024-05-02,Clicked,Control
P54561,L42135,CMP001,2024-04-25,No Action,Control
P54562,L42138,CMP001,2024-05-07,No Action,Control
P54563,L42139,CMP001,2024-05-06,No Action,Control
P54564,L42142,CMP001,2024-05-03,Replied,Control
P54565,L42143,CMP001,2024-05-10,No Action,Control
P54566,L42145,CMP001,2024-05-02,Opened,Treatment
P54567,L42146,CMP001,2024-04-26,Opened,Treatment
P54568,L42149,CMP001,2024-05-04,No Action,Control
P54569,L42152,CMP001,2024-05-11,No Action,Treatment
P54570,L42155,CMP001,2024-05-13,No Action,Treatment
P54571,L42160,CMP001,2024-05-18,Replied,Treatment
P54572,L42161,CMP001,2024-05-04,Opened,Control
P54573,L42162,CMP001,2024-04-28,Replied,Treatment
P54574,L42163,CMP001,2024-05-18,No Action,Control
P54575,L42164,CMP001,2024-05-04,Opened,Treatment
P54576,L42166,CMP001,2024-05-09,No Action,Treatment
P54577,L42167,CMP001,2024-04-28,No Action,Control
P54578,L42168,CMP001,2024-05-02,No Action,Treatment
P54579,L42169,CMP001,2024-05-05,No Action,Control
P54580,L42170,CMP001,2024-05-04,Opened,Control
P54581,L42171,CMP001,2024-04-30,No Action,Control
P54582,L42173,CMP001,2024-05-22,No Action,Treatment
P54583,L42179,CMP001,2024-05-04,No Action,Control
P54584,L42189,CMP001,2024-05-15,Clicked,Treatment
P54585,L42192,CMP001,2024-05-20,Opened,Control
P54586,L42196,CMP001,2024-05-01,No Action,Treatment
P54587,L42200,CMP001,2024-04-29,Unsubscribed,Treatment
P54588,L42202,CMP001,2024-05-16,Opened,Treatment
P54589,L42203,CMP001,2024-05-12,No Action,Control
P54590,L42205,CMP001,2024-05-10,No Action,Control
P54591,L42206,CMP001,2024-05-15,Replied,Treatment
P54592,L42212,CMP001,2024-05-12,Opened,Control
P54593,L42216,CMP001,2024-05-07,Unsubscribed,Control
P54594,L42219,CMP001,2024-05-11,No Action,Control
P54595,L42223,CMP001,2024-05-11,Opened,Treatment
P54596,L42225,CMP001,2024-05-05,Clicked,Treatment
P54597,L42227,CMP001,2024-05-07,Replied,Treatment
P54598,L42233,CMP001,2024-05-07,No Action,Treatment
P54599,L42235,CMP001,2024-05-25,Clicked,Treatment
P54600,L42236,CMP001,2024-05-23,Opened,Treatment
P54601,L42238,CMP001,2024-05-25,Opened,Control
P54602,L42241,CMP001,2024-05-24,No Action,Control
P54603,L42242,CMP001,2024-05-16,Opened,Treatment
P54604,L42243,CMP001,2024-05-18,No Action,Control
P54605,L42244,CMP001,2024-04-30,Opened,Control
P54606,L42247,CMP001,2024-05-10,Opened,Treatment
P54607,L42249,CMP001,2024-05-19,Replied,Treatment
P54608,L42250,CMP001,2024-05-24,Clicked,Control
P54609,L42253,CMP001,2024-05-16,No Action,Control
P54610,L42254,CMP001,2024-05-15,Clicked,Control
P54611,L42255,CMP001,2024-05-09,No Action,Treatment
P54612,L42256,CMP001,2024-05-12,Replied,Treatment
P54613,L42259,CMP001,2024-05-23,No Action,Control
P54614,L42263,CMP001,2024-05-14,No Action,Treatment
P54615,L42264,CMP001,2024-05-12,Replied,Treatment
P54616,L42266,CMP001,2024-05-01,Opened,Control
P54617,L42267,CMP001,2024-05-25,Clicked,Treatment
P54618,L42268,CMP001,2024-05-02,No Action,Control
P54619,L42270,CMP001,2024-05-07,Opened,Treatment
P54620,L42279,CMP001,2024-05-27,No Action,Treatment
P54621,L42282,CMP001,2024-05-12,Clicked,Treatment
P54622,L42283,CMP001,2024-05-09,No Action,Treatment
P54623,L42284,CMP001,2024-05-27,No Action,Control
P54624,L42285,CMP001,2024-05-04,No Action,Control
P54625,L42290,CMP001,2024-05-09,Clicked,Treatment
P54626,L42292,CMP001,2024-05-10,Clicked,Control
P54627,L42296,CMP001,2024-05-13,No Action,Control
P54628,L42298,CMP001,2024-05-05,Replied,Control
P54629,L42299,CMP001,2024-05-18,No Action,Control
P54630,L42303,CMP001,2024-05-06,No Action,Control
P54631,L42304,CMP001,2024-05-22,Clicked,Treatment
P54632,L42309,CMP001,2024-05-12,Opened,Treatment
P54633,L42312,CMP001,2024-05-18,Opened,Treatment
P54634,L42318,CMP001,2024-05-23,Clicked,Treatment
P54635,L42327,CMP001,2024-05-19,Replied,Treatment
P54636,L42329,CMP001,2024-05-25,No Action,Control
P54637,L42331,CMP001,2024-05-17,Clicked,Treatment
P54638,L42332,CMP001,2024-05-14,No Action,Control
P54639,L42333,CMP001,2024-05-07,Opened,Treatment
P54640,L42334,CMP001,2024-05-08,Opened,Treatment
P54641,L42336,CMP001,2024-05-23,No Action,Control
P54642,L42339,CMP001,2024-05-23,No Action,Control
P54643,L42343,CMP001,2024-05-20,Clicked,Treatment
P54644,L42344,CMP001,2024-05-20,No Action,Control
P54645,L42350,CMP001,2024-05-12,Clicked,Treatment
P54646,L42354,CMP001,2024-05-31,Opened,Control
P54647,L42355,CMP001,2024-05-28,No Action,Control
P54648,L42357,CMP001,2024-05-15,No Action,Treatment
P54649,L42361,CMP001,2024-05-10,No Action,Control
P54650,L42362,CMP001,2024-05-21,Opened,Treatment
P54651,L42363,CMP001,2024-05-11,Unsubscribed,Treatment
P54652,L42364,CMP001,2024-05-25,Opened,Control
P54653,L42365,CMP001,2024-06-02,No Action,Control
P54654,L42366,CMP001,2024-05-13,Opened,Treatment
P54655,L42367,CMP001,2024-05-31,No Action,Treatment
P54656,L42369,CMP001,2024-05-26,No Action,Control
P54657,L42370,CMP001,2024-05-28,Opened,Treatment
P54658,L42372,CMP001,2024-05-25,Clicked,Control
P54659,L42374,CMP001,2024-06-01,Clicked,Control
P54660,L42376,CMP001,2024-05-25,No Action,Control
P54661,L42381,CMP001,2024-05-31,No Action,Treatment
P54662,L42382,CMP001,2024-06-03,Opened,Treatment
P54663,L42387,CMP001,2024-05-14,No Action,Control
P54664,L42392,CMP001,2024-06-02,Unsubscribed,Treatment
P54665,L42393,CMP001,2024-05-20,Clicked,Control
P54666,L42396,CMP001,2024-05-25,Unsubscribed,Treatment
P54667,L42401,CMP001,2024-06-03,No Action,Treatment
P54668,L42403,CMP001,2024-05-27,Opened,Treatment
P54669,L42407,CMP001,2024-05-27,No Action,Control
P54670,L42408,CMP001,2024-05-19,No Action,Control
P54671,L42410,CMP001,2024-05-25,Clicked,Treatment
P54672,L42412,CMP001,2024-05-11,Opened,Control
P54673,L42413,CMP001,2024-05-21,Opened,Control
P54674,L42416,CMP001,2024-05-24,Clicked,Control
P54675,L42423,CMP001,2024-06-04,No Action,Treatment
P54676,L42425,CMP001,2024-05-26,Opened,Treatment
P54677,L42427,CMP001,2024-06-05,Clicked,Treatment
P54678,L42431,CMP001,2024-05-25,Opened,Treatment
P54679,L42433,CMP001,2024-06-06,Clicked,Treatment
P54680,L42434,CMP001,2024-06-04,Unsubscribed,Treatment
P54681,L42436,CMP001,2024-06-02,No Action,Control
P54682,L42438,CMP001,2024-06-01,Replied,Control
P54683,L42439,CMP001,2024-05-17,No Action,Control
P54684,L42440,CMP001,2024-06-07,Opened,Treatment
P54685,L42441,CMP001,2024-05-30,No Action,Control
P54686,L42443,CMP001,2024-05-25,Opened,Treatment
P54687,L42444,CMP001,2024-05-19,No Action,Control
P54688,L42445,CMP001,2024-05-27,Opened,Treatment
P54689,L42451,CMP001,2024-05-26,Replied,Treatment
P54690,L42454,CMP001,2024-06-07,Unsubscribed,Treatment
P54691,L42456,CMP001,2024-06-03,No Action,Control
P54692,L42458,CMP001,2024-05-29,Opened,Treatment
P54693,L42461,CMP001,2024-05-15,No Action,Treatment
P54694,L42463,CMP001,2024-05-21,No Action,Control
P54695,L42465,CMP001,2024-05-31,Unsubscribed,Treatment
P54696,L42466,CMP001,2024-06-09,Opened,Treatment
P54697,L42467,CMP001,2024-06-03,Clicked,Treatment
P54698,L42469,CMP001,2024-05-22,Clicked,Treatment
P54699,L42470,CMP001,2024-05-27,No Action,Treatment
P54700,L42471,CMP001,2024-06-03,No Action,Treatment
P54701,L42472,CMP001,2024-05-24,Clicked,Treatment
P54702,L42473,CMP001,2024-05-18,Clicked,Control
P54703,L42474,CMP001,2024-05-30,No Action,Treatment
P54704,L42475,CMP001,2024-06-03,Clicked,Control
P54705,L42480,CMP001,2024-05-20,Replied,Treatment
P54706,L42482,CMP001,2024-05-30,No Action,Control
P54707,L42483,CMP001,2024-05-29,Opened,Treatment
P54708,L42492,CMP001,2024-05-19,No Action,Control
P54709,L42493,CMP001,2024-05-31,Opened,Treatment
P54710,L42494,CMP001,2024-06-06,Opened,Treatment
P54711,L42501,CMP001,2024-05-19,Clicked,Treatment
P54712,L42502,CMP001,2024-05-24,Opened,Control
P54713,L42504,CMP001,2024-05-20,Replied,Treatment
P54714,L42505,CMP001,2024-06-06,Clicked,Control
P54715,L42508,CMP001,2024-05-26,No Action,Control
P54716,L42512,CMP001,2024-05-19,Clicked,Treatment
P54717,L42513,CMP001,2024-06-05,No Action,Control
P54718,L42515,CMP001,2024-06-12,Clicked,Control
P54719,L42517,CMP001,2024-05-25,Opened,Treatment
P54720,L42518,CMP001,2024-05-30,Replied,Treatment
P54721,L42521,CMP001,2024-05-23,Replied,Control
P54722,L42525,CMP001,2024-05-26,Unsubscribed,Treatment
P54723,L42526,CMP001,2024-06-06,No Action,Control
P54724,L42528,CMP001,2024-05-27,Opened,Control
P54725,L42529,CMP001,2024-05-27,Unsubscribed,Treatment
P54726,L42530,CMP001,2024-05-23,No Action,Control
P54727,L42531,CMP001,2024-06-04,Clicked,Treatment
P54728,L42532,CMP001,2024-06-02,No Action,Control
P54729,L42533,CMP001,2024-05-30,No Action,Control
P54730,L42534,CMP001,2024-06-12,Opened,Treatment
P54731,L42536,CMP001,2024-05-30,No Action,Treatment
P54732,L42537,CMP001,2024-05-21,Clicked,Treatment
P54733,L42540,CMP001,2024-05-29,No Action,Control
P54734,L42542,CMP001,2024-05-30,No Action,Treatment
P54735,L42545,CMP001,2024-06-06,Opened,Treatment
P54736,L42546,CMP001,2024-05-31,Opened,Control
P54737,L42547,CMP001,2024-05-31,Clicked,Treatment
P54738,L42548,CMP001,2024-05-22,Opened,Treatment
P54739,L42549,CMP001,2024-06-14,No Action,Control
P54740,L42551,CMP001,2024-05-25,Opened,Treatment
P54741,L42552,CMP001,2024-06-13,Opened,Control
P54742,L42553,CMP001,2024-05-21,No Action,Control
P54743,L42555,CMP001,2024-05-28,Opened,Treatment
P54744,L42559,CMP001,2024-05-22,No Action,Control
P54745,L42563,CMP001,2024-06-03,Unsubscribed,Treatment
P54746,L42564,CMP001,2024-06-06,No Action,Control
P54747,L42568,CMP001,2024-05-29,Opened,Treatment
P54748,L42569,CMP001,2024-06-14,Clicked,Treatment
P54749,L42581,CMP001,2024-06-03,No Action,Control
P54750,L42583,CMP001,2024-06-12,Opened,Treatment
P54751,L42585,CMP001,2024-05-24,Replied,Control
P54752,L42586,CMP001,2024-05-24,Opened,Treatment
P54753,L42589,CMP001,2024-06-11,No Action,Control
P54754,L42594,CMP001,2024-05-27,No Action,Control
P54755,L42598,CMP001,2024-06-15,Opened,Treatment
P54756,L42599,CMP001,2024-05-25,Opened,Control
P54757,L42603,CMP001,2024-05-29,Clicked,Control
P54758,L42605,CMP001,2024-06-07,Opened,Treatment
P54759,L42607,CMP001,2024-05-28,Replied,Treatment
P54760,L42608,CMP001,2024-06-10,No Action,Control
P54761,L42615,CMP001,2024-06-02,No Action,Treatment
P54762,L42616,CMP001,2024-06-02,No Action,Control
P54763,L42619,CMP001,2024-06-14,Opened,Treatment
P54764,L42620,CMP001,2024-06-01,Clicked,Control
P54765,L42622,CMP001,2024-06-11,No Action,Control
P54766,L42623,CMP001,2024-06-16,Unsubscribed,Control
P54767,L42624,CMP001,2024-06-06,No Action,Control
P54768,L42628,CMP001,2024-06-08,Clicked,Treatment
P54769,L42632,CMP001,2024-06-02,Opened,Treatment
P54770,L42634,CMP001,2024-06-02,Opened,Treatment
P54771,L42635,CMP001,2024-05-31,No Action,Treatment
P54772,L42637,CMP001,2024-06-13,No Action,Control
P54773,L42645,CMP001,2024-06-04,Clicked,Treatment
P54774,L42647,CMP001,2024-06-12,Opened,Control
P54775,L42650,CMP001,2024-06-09,No Action,Control
P54776,L42654,CMP001,2024-06-08,No Action,Control
P54777,L42657,CMP001,2024-06-07,Opened,Control
P54778,L42659,CMP001,2024-06-14,Clicked,Treatment
P54779,L42660,CMP001,2024-05-29,Opened,Treatment
P54780,L42664,CMP001,2024-06-05,No Action,Control
P54781,L42665,CMP001,2024-06-20,No Action,Treatment
P54782,L42668,CMP001,2024-06-09,Opened,Treatment
P54783,L42670,CMP001,2024-06-03,Replied,Treatment
P54784,L42672,CMP001,2024-06-14,No Action,Control
P54785,L42678,CMP001,2024-06-18,No Action,Control
P54786,L42679,CMP001,2024-06-13,No Action,Control
P54787,L42681,CMP001,2024-05-29,Unsubscribed,Treatment
P54788,L42682,CMP001,2024-06-13,Opened,Control
P54789,L42684,CMP001,2024-06-14,No Action,Control
P54790,L42685,CMP001,2024-06-13,Clicked,Control
P54791,L42687,CMP001,2024-06-19,No Action,Control
P54792,L42690,CMP001,2024-06-14,Unsubscribed,Control
P54793,L42691,CMP001,2024-06-19,No Action,Treatment
P54794,L42695,CMP001,2024-06-17,Opened,Control
P54795,L42696,CMP001,2024-06-06,No Action,Control
P54796,L42699,CMP001,2024-05-28,No Action,Control
P54797,L42701,CMP001,2024-06-17,Replied,Treatment
P54798,L42703,CMP001,2024-06-20,Replied,Treatment
P54799,L42706,CMP001,2024-05-30,Opened,Control
P54800,L42708,CMP001,2024-06-15,No Action,Control
P54801,L42711,CMP001,2024-06-23,Clicked,Treatment
P54802,L42713,CMP001,2024-06-19,No Action,Control
P54803,L42715,CMP001,2024-06-09,Opened,Control
P54804,L42718,CMP001,2024-06-12,Unsubscribed,Control
P54805,L42720,CMP001,2024-06-08,No Action,Treatment
P54806,L42722,CMP001,2024-06-12,Opened,Control
P54807,L42723,CMP001,2024-06-20,Clicked,Treatment
P54808,L42724,CMP001,2024-06-06,Opened,Treatment
P54809,L42725,CMP001,2024-06-01,Replied,Treatment
P54810,L42730,CMP001,2024-06-23,Opened,Treatment
P54811,L42739,CMP001,2024-06-12,Replied,Treatment
P54812,L42743,CMP001,2024-06-04,No Action,Control
P54813,L42744,CMP001,2024-06-21,Opened,Treatment
P54814,L42747,CMP001,2024-06-13,No Action,Control
P54815,L42749,CMP001,2024-06-14,Opened,Control
P54816,L42750,CMP001,2024-06-25,Clicked,Treatment
P54817,L42752,CMP001,2024-06-05,No Action,Control
P54818,L42758,CMP001,2024-06-26,No Action,Treatment
P54819,L42761,CMP001,2024-06-21,Replied,Treatment
P54820,L42762,CMP001,2024-06-12,Clicked,Treatment
P54821,L42763,CMP001,2024-06-12,Opened,Control
P54822,L42769,CMP001,2024-06-24,Opened,Treatment
P54823,L42770,CMP001,2024-06-19,Opened,Treatment
P54824,L42778,CMP001,2024-06-18,Clicked,Treatment
P54825,L42780,CMP001,2024-06-25,No Action,Control
P54826,L42785,CMP001,2024-06-15,Opened,Treatment
P54827,L42786,CMP001,2024-06-05,Opened,Control
P54828,L42791,CMP001,2024-06-28,Clicked,Treatment
P54829,L42792,CMP001,2024-06-10,Unsubscribed,Control
P54830,L42793,CMP001,2024-06-22,No Action,Treatment
P54831,L42795,CMP001,2024-06-11,No Action,Control
P54832,L42801,CMP001,2024-06-18,Opened,Treatment
P54833,L42803,CMP001,2024-06-25,Replied,Treatment
P54834,L42804,CMP001,2024-06-18,No Action,Control
P54835,L42806,CMP001,2024-06-05,Replied,Treatment
P54836,L42808,CMP001,2024-06-22,Replied,Treatment
P54837,L42809,CMP001,2024-06-11,No Action,Control
P54838,L42810,CMP001,2024-06-16,Replied,Treatment
P54839,L42811,CMP001,2024-06-06,Unsubscribed,Treatment
P54840,L42813,CMP001,2024-06-15,Opened,Control
P54841,L42814,CMP001,2024-06-23,Clicked,Control
P54842,L42815,CMP001,2024-06-11,No Action,Control
P54843,L42817,CMP001,2024-06-23,No Action,Control
P54844,L42819,CMP001,2024-06-19,Opened,Treatment
P54845,L42822,CMP001,2024-06-15,No Action,Control
P54846,L42823,CMP001,2024-06-11,Opened,Control
P54847,L42824,CMP001,2024-06-15,No Action,Treatment
P54848,L42825,CMP001,2024-06-14,No Action,Treatment
P54849,L42831,CMP001,2024-06-17,Replied,Treatment
P54850,L42832,CMP001,2024-06-20,Opened,Treatment
P54851,L42833,CMP001,2024-06-24,Clicked,Treatment
P54852,L42834,CMP001,2024-06-11,Opened,Treatment
P54853,L42835,CMP001,2024-06-28,Opened,Control
P54854,L42838,CMP001,2024-06-09,No Action,Control
P54855,L42839,CMP001,2024-06-06,No Action,Control
P54856,L42840,CMP001,2024-06-16,Replied,Treatment
P54857,L42843,CMP001,2024-06-24,No Action,Control
P54858,L42844,CMP001,2024-06-30,Opened,Treatment
P54859,L42847,CMP001,2024-06-18,No Action,Treatment
P54860,L42849,CMP001,2024-07-02,Clicked,Treatment
P54861,L42850,CMP001,2024-06-25,No Action,Control
P54862,L42851,CMP001,2024-06-25,Opened,Control
P54863,L42853,CMP001,2024-06-20,Clicked,Treatment
P54864,L42854,CMP001,2024-07-02,No Action,Control
P54865,L42858,CMP001,2024-06-24,Opened,Treatment
P54866,L42859,CMP001,2024-06-18,Opened,Treatment
P54867,L42860,CMP001,2024-06-20,Opened,Control
P54868,L42861,CMP001,2024-06-19,Clicked,Treatment
P54869,L42862,CMP001,2024-06-26,No Action,Treatment
P54870,L42865,CMP001,2024-06-29,No Action,Control
P54871,L42866,CMP001,2024-06-14,No Action,Control
P54872,L42867,CMP001,2024-06-26,No Action,Control
P54873,L42871,CMP001,2024-07-02,Clicked,Treatment
P54874,L42872,CMP001,2024-06-12,Clicked,Treatment
P54875,L42874,CMP001,2024-06-25,No Action,Control
P54876,L42875,CMP001,2024-06-22,Clicked,Control
P54877,L42876,CMP001,2024-06-19,Opened,Control
P54878,L42877,CMP001,2024-06-30,Opened,Treatment
P54879,L42880,CMP001,2024-07-02,Opened,Treatment
P54880,L42881,CMP001,2024-07-04,No Action,Treatment
P54881,L42884,CMP001,2024-06-19,Opened,Treatment
P54882,L42885,CMP001,2024-06-17,Replied,Treatment
P54883,L42887,CMP001,2024-07-03,Clicked,Treatment
P54884,L42888,CMP001,2024-06-29,Opened,Control
P54885,L42890,CMP001,2024-06-13,Clicked,Control
P54886,L42892,CMP001,2024-06-20,No Action,Control
P54887,L42893,CMP001,2024-06-24,No Action,Control
P54888,L42896,CMP001,2024-06-22,No Action,Control
P54889,L42898,CMP001,2024-07-02,Unsubscribed,Treatment
P54890,L42899,CMP001,2024-07-01,No Action,Control
P54891,L42901,CMP001,2024-06-29,No Action,Control
P54892,L42903,CMP001,2024-06-12,No Action,Control
P54893,L42904,CMP001,2024-06-23,Clicked,Treatment
P54894,L42907,CMP001,2024-06-22,Replied,Treatment
P54895,L42908,CMP001,2024-06-21,Opened,Treatment
P54896,L42909,CMP001,2024-06-26,Clicked,Treatment
P54897,L42911,CMP001,2024-06-14,Opened,Treatment
P54898,L42912,CMP001,2024-06-27,No Action,Control
P54899,L42913,CMP001,2024-07-02,No Action,Control
P54900,L42915,CMP001,2024-07-04,Replied,Control
P54901,L42916,CMP001,2024-06-15,Clicked,Control
P54902,L42917,CMP001,2024-06-28,Opened,Control
P54903,L42921,CMP001,2024-06-18,Opened,Treatment
P54904,L42924,CMP001,2024-06-24,Opened,Control
P54905,L42927,CMP001,2024-06-16,Clicked,Treatment
P54906,L42928,CMP001,2024-06-19,Opened,Treatment
P54907,L42929,CMP001,2024-06-26,No Action,Treatment
P54908,L42932,CMP001,2024-06-24,Opened,Treatment
P54909,L42935,CMP001,2024-07-06,Opened,Treatment
P54910,L42939,CMP001,2024-07-01,Opened,Control
P54911,L42941,CMP001,2024-06-26,Opened,Control
P54912,L42945,CMP001,2024-06-13,Clicked,Control
P54913,L42948,CMP001,2024-07-05,Opened,Control
P54914,L42951,CMP001,2024-06-19,Opened,Treatment
P54915,L42954,CMP001,2024-07-02,No Action,Control
P54916,L42955,CMP001,2024-07-09,Opened,Treatment
P54917,L42958,CMP001,2024-06-26,Opened,Treatment
P54918,L42959,CMP001,2024-06-16,No Action,Treatment
P54919,L42961,CMP001,2024-06-21,No Action,Control
P54920,L42962,CMP001,2024-06-27,Opened,Treatment
P54921,L42964,CMP001,2024-06-22,Clicked,Treatment
P54922,L42965,CMP001,2024-06-20,Clicked,Treatment
