activity_id,lead_id,activity_date,activity_type,channel,outcome
T136730,L31340,2022-06-14,Call,LinkedIn,Negative
T136731,L31341,2022-06-21,Demo,Phone,Negative
T136732,L31341,2022-06-14,Call,Phone,Positive
T136733,L31341,2022-06-18,Website Visit,Email,No Response
T136734,L31341,2022-04-18,Meeting,Email,Positive
T136735,L31342,2022-07-23,Call,Phone,Positive
T136736,L31342,2022-07-17,Demo,Phone,Negative
T136737,L31342,2022-05-30,Website Visit,Email,Positive
T136738,L31342,2022-06-11,Website Visit,LinkedIn,Positive
T136739,L31342,2022-07-22,Call,Email,Positive
T136740,L31342,2022-04-30,Meeting,Email,Positive
T136741,L31342,2022-06-21,Email,LinkedIn,Positive
T136742,L31342,2022-07-05,Website Visit,Phone,Positive
T136743,L31342,2022-05-25,Call,In-person,Positive
T136744,L31342,2022-06-14,Website Visit,Email,Neutral
T136745,L31343,2022-06-22,Call,Phone,Positive
T136746,L31343,2022-06-26,Demo,Email,No Response
T136747,L31343,2022-05-31,Call,Email,No Response
T136748,L31344,2022-07-09,Website Visit,Phone,Negative
T136749,L31344,2022-06-26,Meeting,Email,Negative
T136750,L31344,2022-06-13,Website Visit,LinkedIn,No Response
T136751,L31344,2022-08-05,Demo,Email,Negative
T136752,L31345,2022-05-04,Website Visit,Email,Positive
T136753,L31345,2022-06-13,Meeting,LinkedIn,No Response
T136754,L31345,2022-06-03,Call,Email,Neutral
T136755,L31345,2022-06-29,Call,Phone,Positive
T136756,L31346,2022-04-29,Meeting,LinkedIn,Negative
T136757,L31346,2022-05-12,Email,Phone,Negative
T136758,L31346,2022-06-16,Email,Email,Neutral
T136759,L31346,2022-04-28,Website Visit,In-person,Negative
T136760,L31347,2022-04-17,Website Visit,Email,Positive
T136761,L31347,2022-05-02,Meeting,Email,No Response
T136762,L31347,2022-05-16,Call,In-person,Negative
T136763,L31347,2022-05-17,Call,In-person,Neutral
T136764,L31347,2022-07-17,Meeting,LinkedIn,No Response
T136765,L31347,2022-07-15,Meeting,LinkedIn,No Response
T136766,L31348,2022-05-13,Call,LinkedIn,No Response
T136767,L31348,2022-04-10,Demo,In-person,Positive
T136768,L31348,2022-06-01,Demo,LinkedIn,Neutral
T136769,L31348,2022-04-23,Call,In-person,Neutral
T136770,L31348,2022-06-11,Demo,Email,No Response
T136771,L31349,2022-05-20,Call,Phone,Negative
T136772,L31349,2022-04-13,Demo,In-person,No Response
T136773,L31349,2022-05-01,Demo,Phone,Positive
T136774,L31349,2022-07-12,Website Visit,Email,No Response
T136775,L31349,2022-06-24,Email,Email,No Response
T136776,L31349,2022-05-10,Email,Phone,Neutral
T136777,L31349,2022-07-14,Meeting,Email,Negative
T136778,L31349,2022-05-25,Email,Phone,Positive
T136779,L31350,2022-07-19,Call,LinkedIn,Neutral
T136780,L31350,2022-06-08,Meeting,In-person,Positive
T136781,L31350,2022-06-05,Email,Phone,Neutral
T136782,L31350,2022-08-04,Email,Phone,No Response
T136783,L31350,2022-05-23,Website Visit,In-person,No Response
T136784,L31350,2022-05-21,Call,In-person,Negative
T136785,L99999,2022-04-10,Website Visit,LinkedIn,Positive
T136786,L31351,2022-05-09,Website Visit,Phone,Positive
T136787,L31351,2022-04-21,Demo,LinkedIn,Negative
T136788,L31352,2022-04-15,Email,Email,Positive
T136789,L31352,2022-06-02,Meeting,LinkedIn,No Response
T136790,L31352,2022-05-26,Demo,LinkedIn,Positive
T136791,L31352,2022-06-24,Demo,Phone,No Response
T136792,L31352,2022-07-23,Call,Phone,Neutral
T136793,L31352,2022-04-10,Meeting,Email,Negative
T136794,L31352,2022-06-15,Email,In-person,Negative
T136795,L31352,2022-07-31,Email,LinkedIn,No Response
T136796,L31352,2022-06-22,Demo,Phone,Negative
T136797,L31353,2022-06-27,Meeting,LinkedIn,Neutral
T136798,L31353,2022-07-11,Demo,Phone,Neutral
T136799,L31353,2022-07-10,Meeting,Phone,Positive
T136800,L31353,2022-07-26,Meeting,LinkedIn,Neutral
T136801,L31353,2022-05-25,Meeting,Email,Neutral
T136802,L31353,2022-04-19,Meeting,Phone,Negative
T136803,L31353,2022-08-05,Email,Email,Negative
T136804,L31353,2022-05-14,Email,LinkedIn,No Response
T136805,L31353,2022-04-19,Demo,In-person,Negative
T136806,L31353,2022-05-12,Website Visit,Phone,Neutral
T136807,L31354,2022-05-08,Email,In-person,Negative
T136808,L31354,2022-04-17,Demo,LinkedIn,No Response
T136809,L31354,2022-04-24,Email,Phone,Neutral
T136810,L31354,2022-05-24,Meeting,In-person,Negative
T136811,L31354,2022-05-03,Email,LinkedIn,Neutral
T136812,L31355,2022-08-03,Demo,LinkedIn,Neutral
T136813,L31355,2022-07-08,Website Visit,LinkedIn,No Response
T136814,L31355,2022-06-16,Website Visit,Email,Neutral
T136815,L31355,2022-05-29,Email,LinkedIn,No Response
T136816,L31356,2022-06-03,Demo,LinkedIn,No Response
T136817,L31356,2022-06-10,Website Visit,Phone,Positive
T136818,L31357,2022-07-06,Demo,Phone,Neutral
T136819,L31357,2022-07-10,Website Visit,Phone,Positive
T136820,L31357,2022-07-11,Call,Phone,Positive
T136821,L31357,2022-05-15,Demo,Email,Neutral
T136822,L31357,2022-05-03,Website Visit,Email,Neutral
T136823,L31358,2022-06-08,Demo,Email,Positive
T136824,L31358,2022-06-13,Demo,In-person,Positive
T136825,L31358,2022-07-12,Meeting,Phone,No Response
T136826,L31359,2022-07-15,Demo,LinkedIn,Neutral
T136827,L31359,2022-04-24,Website Visit,Email,Negative
T136828,L31359,2022-06-13,Call,Email,Negative
T136829,L31359,2022-06-29,Email,Phone,Neutral
T136830,L31360,2022-05-01,Website Visit,Phone,Neutral
T136831,L31360,2022-07-21,Website Visit,In-person,No Response
T136832,L31360,2022-06-15,Email,Email,Positive
T136833,L31360,2022-04-27,Website Visit,Email,Neutral
T136834,L31361,2022-07-26,Demo,Phone,Neutral
T136835,L31361,2022-07-23,Website Visit,LinkedIn,No Response
T136836,L31361,2022-04-20,Website Visit,LinkedIn,No Response
T136837,L31361,2022-05-15,Website Visit,Phone,Neutral
T136838,L31362,2022-07-17,Email,LinkedIn,Neutral
T136839,L31362,2022-06-16,Website Visit,LinkedIn,Neutral
T136840,L31362,2022-06-04,Call,Email,Neutral
T136841,L31362,2022-07-15,Meeting,Phone,Neutral
T136842,L31362,2022-07-25,Meeting,Email,Positive
T136843,L31362,2022-07-13,Website Visit,In-person,Neutral
T136844,L31362,2022-05-09,Call,Email,Negative
T136845,L31362,2022-06-14,Call,Email,Negative
T136846,L31362,2022-04-09,Meeting,Phone,Positive
T136847,L31362,2022-06-01,Email,LinkedIn,Negative
T136848,L31362,2022-07-25,Email,Email,Negative
T136849,L31363,2022-06-30,Website Visit,LinkedIn,Neutral
T136850,L31363,2022-05-25,Call,Phone,Positive
T136851,L31363,2022-04-15,Demo,In-person,Negative
T136852,L31363,2022-04-18,Meeting,LinkedIn,Positive
T136853,L31364,2022-06-12,Email,Phone,Neutral
T136854,L31364,2022-04-16,Demo,Email,Positive
T136855,L31364,2022-05-26,Meeting,In-person,No Response
T136856,L31364,2022-08-08,Demo,In-person,Neutral
T136857,L31364,2022-04-12,Demo,LinkedIn,No Response
T136858,L31364,2022-05-30,Meeting,LinkedIn,No Response
T136859,L31364,2022-07-23,Email,Phone,Positive
T136860,L31364,2022-07-13,Demo,LinkedIn,Negative
T136861,L31365,2022-07-18,Meeting,Phone,Negative
T136862,L31365,2022-07-28,Website Visit,Email,Neutral
T136863,L31366,2022-06-08,Meeting,Email,Positive
T136864,L31366,2022-07-21,Meeting,Email,Neutral
T136865,L31366,2022-06-07,Email,LinkedIn,No Response
T136866,L31366,2022-06-29,Demo,LinkedIn,Positive
T136867,L31366,2022-04-27,Meeting,Email,No Response
T136868,L31366,2022-06-18,Meeting,In-person,No Response
T136869,L31366,2022-07-12,Email,In-person,Neutral
T136870,L31367,2022-06-06,Call,Phone,Neutral
T136871,L31367,2022-07-02,Call,Email,Neutral
T136872,L31367,2022-07-07,Website Visit,Email,Positive
T136873,L31368,2022-05-06,Call,Phone,Positive
T136874,L31368,2022-04-30,Email,Email,Negative
T136875,L31368,2022-07-30,Meeting,In-person,Negative
T136876,L31369,2022-06-29,Call,In-person,Positive
T136877,L31369,2022-05-08,Call,Phone,No Response
T136878,L31369,2022-06-27,Meeting,Phone,Neutral
T136879,L31370,2022-07-22,Meeting,Email,Neutral
T136880,L31370,2022-07-06,Meeting,Email,No Response
T136881,L31370,2022-08-08,Email,LinkedIn,Positive
T136882,L31370,2022-05-20,Call,Phone,Negative
T136883,L31370,2022-06-26,Email,Phone,No Response
T136884,L31370,2022-05-04,Meeting,In-person,Positive
T136885,L31371,2022-08-02,Meeting,LinkedIn,Negative
T136886,L31371,2022-07-27,Website Visit,Phone,No Response
T136887,L31371,2022-07-23,Demo,Email,Positive
T136888,L31371,2022-04-13,Demo,Email,Neutral
T136889,L31372,2022-04-30,Meeting,Email,Positive
T136890,L31372,2022-04-16,Website Visit,Email,Negative
T136891,L31372,2022-04-12,Meeting,In-person,No Response
T136892,L31372,2022-05-22,Call,In-person,No Response
T136893,L31373,2022-07-30,Call,LinkedIn,Neutral
T136894,L31373,2022-07-31,Email,Phone,Positive
T136895,L31373,2022-06-19,Call,Email,Neutral
T136896,L31373,2022-07-02,Call,LinkedIn,Neutral
T136897,L31373,2022-08-04,Demo,In-person,Positive
T136898,L31373,2022-05-23,Meeting,In-person,Neutral
T136899,L31373,2022-04-18,Email,Email,Neutral
T136900,L31373,2022-06-01,Email,Email,Negative
T136901,L31374,2022-08-04,Demo,Email,Negative
T136902,L31374,2022-06-12,Website Visit,LinkedIn,Negative
T136903,L31374,2022-06-10,Meeting,LinkedIn,Positive
T136904,L31374,2022-05-12,Call,Email,Negative
T136905,L31375,2022-07-28,Demo,In-person,No Response
T136906,L31375,2022-06-09,Email,LinkedIn,Neutral
T136907,L31375,2022-05-31,Email,Email,Negative
T136908,L31375,2022-04-13,Meeting,LinkedIn,Neutral
T136909,L31376,2022-06-21,Meeting,Phone,No Response
T136910,L31376,2022-08-05,Meeting,Email,Positive
T136911,L31376,2022-06-29,Meeting,Email,Positive
T136912,L31376,2022-06-30,Email,LinkedIn,Neutral
T136913,L31377,2022-05-05,Meeting,In-person,Positive
T136914,L31377,2022-05-18,Call,LinkedIn,Neutral
T136915,L31377,2022-04-26,Meeting,Phone,Negative
T136916,L31377,2022-08-05,Call,Phone,Positive
T136917,L31377,2022-04-17,Website Visit,Email,Positive
T136918,L31377,2022-06-27,Demo,LinkedIn,No Response
T136919,L31378,2022-04-30,Website Visit,In-person,Positive
T136920,L31378,2022-04-15,Meeting,Phone,Neutral
T136921,L31378,2022-08-07,Call,In-person,No Response
T136922,L31379,2022-06-17,Email,In-person,Neutral
T136923,L31379,2022-08-06,Meeting,In-person,Neutral
T136924,L31379,2022-06-25,Demo,Phone,Neutral
T136925,L31379,2022-04-13,Email,Email,No Response
T136926,L31379,2022-07-30,Email,In-person,Negative
T136927,L31379,2022-06-08,Email,Email,Positive
T136928,L31379,2022-05-19,Website Visit,Phone,No Response
T136929,L31379,2022-06-16,Meeting,LinkedIn,Positive
T136930,L31380,2022-08-07,Website Visit,Email,Neutral
T136931,L31380,2022-04-18,Call,LinkedIn,Positive
T136932,L31380,2022-05-29,Meeting,Email,Neutral
T136933,L31381,2022-05-14,Call,Phone,Negative
T136934,L31381,2022-04-26,Meeting,Email,Positive
T136935,L31381,2022-08-01,Call,LinkedIn,Neutral
T136936,L31382,2022-04-25,Call,In-person,Negative
T136937,L31382,2022-06-11,Meeting,Email,Positive
T136938,L31382,2022-08-09,Call,Email,Negative
T136939,L31382,2022-06-16,Call,Phone,Neutral
T136940,L31382,2022-08-08,Email,Phone,Negative
T136941,L31383,2022-07-23,Demo,Phone,No Response
T136942,L31383,2022-04-14,Demo,In-person,No Response
T136943,L31383,2022-08-09,Website Visit,LinkedIn,Neutral
T136944,L31384,2022-05-31,Meeting,Email,Neutral
T136945,L31384,2022-06-07,Email,Email,Negative
T136946,L31384,2022-07-06,Meeting,LinkedIn,Positive
T136947,L31385,2022-05-31,Email,Email,Positive
T136948,L31385,2022-07-11,Call,Email,No Response
T136949,L31385,2022-05-31,Email,In-person,No Response
T136950,L31385,2022-04-13,Email,LinkedIn,Neutral
T136951,L31385,2022-06-04,Website Visit,LinkedIn,Neutral
T136952,L31386,2022-06-12,Email,Email,Positive
T136953,L31387,2022-06-23,Email,Phone,Neutral
T136954,L31387,2022-04-27,Demo,In-person,Neutral
T136955,L31387,2022-06-07,Email,In-person,Positive
T136956,L31387,2022-05-29,Call,In-person,Neutral
T136957,L31388,2022-05-29,Email,LinkedIn,Neutral
T136958,L31388,2022-07-16,Website Visit,LinkedIn,Neutral
T136959,L31388,2022-06-12,Demo,LinkedIn,No Response
T136960,L31388,2022-08-05,Call,In-person,Neutral
T136961,L31389,2022-05-22,Call,Email,Positive
T136962,L31389,2022-06-04,Meeting,Phone,Neutral
T136963,L31389,2022-07-06,Demo,Phone,Neutral
T136964,L31390,2022-07-16,Demo,LinkedIn,Negative
T136965,L31390,2022-04-17,Meeting,In-person,No Response
T136966,L31390,2022-06-23,Call,LinkedIn,Positive
T136967,L31391,2022-05-20,Demo,In-person,Negative
T136968,L31391,2022-08-08,Demo,In-person,Neutral
T136969,L31391,2022-06-17,Meeting,In-person,Negative
T136970,L31391,2022-05-10,Call,In-person,No Response
T136971,L31391,2022-08-06,Email,In-person,Negative
T136972,L31391,2022-07-03,Meeting,In-person,Neutral
T136973,L31392,2022-07-20,Demo,Phone,Positive
T136974,L31392,2022-05-12,Email,Email,Positive
T136975,L31392,2022-05-15,Meeting,In-person,Neutral
T136976,L31392,2022-05-21,Email,Phone,Neutral
T136977,L31393,2022-07-27,Email,LinkedIn,Positive
T136978,L31393,2022-08-08,Meeting,LinkedIn,No Response
T136979,L31393,2022-06-15,Demo,In-person,Negative
T136980,L31394,2022-06-22,Website Visit,LinkedIn,No Response
T136981,L31394,2022-05-09,Email,Phone,Neutral
T136982,L31394,2022-06-28,Meeting,Email,Positive
T136983,L31394,2022-05-26,Website Visit,In-person,Negative
T136984,L31394,2022-06-19,Meeting,Phone,Positive
T136985,L31394,2022-05-21,Demo,Phone,No Response
T136986,L31394,2022-05-25,Demo,Phone,Neutral
T136987,L31394,2022-06-12,Call,In-person,Negative
T136988,L31394,2022-06-16,Email,Email,No Response
T136989,L31395,2022-06-07,Call,In-person,Neutral
T136990,L31395,2022-07-09,Website Visit,In-person,Negative
T136991,L31395,2022-04-30,Website Visit,Phone,Negative
T136992,L31395,2022-07-17,Email,Phone,Negative
T136993,L31395,2022-07-25,Website Visit,Phone,No Response
T136994,L31395,2022-05-16,Website Visit,In-person,Neutral
T136995,L31396,2022-06-23,Demo,In-person,Neutral
T136996,L31396,2022-04-25,Call,Phone,Positive
T136997,L31396,2022-07-21,Meeting,In-person,Positive
T136998,L31397,2022-07-13,Email,Phone,Positive
T136999,L31397,2022-08-06,Demo,Phone,No Response
T137000,L31398,2022-04-22,Demo,Phone,Neutral
T137001,L31398,2022-07-31,Website Visit,Phone,Negative
T137002,L31398,2022-06-08,Call,In-person,Negative
T137003,L31398,2022-04-20,Call,Email,Positive
T137004,L31398,2022-06-26,Call,In-person,Negative
T137005,L31398,2022-05-05,Demo,Phone,Neutral
T137006,L31398,2022-07-03,Website Visit,LinkedIn,Neutral
T137007,L31398,2022-06-14,Website Visit,Phone,Positive
T137008,L31398,2022-05-07,Meeting,Phone,No Response
T137009,L31399,2022-06-29,Email,In-person,Negative
T137010,L31399,2022-07-11,Email,LinkedIn,No Response
T137011,L31399,2022-07-17,Website Visit,Phone,Neutral
T137012,L31399,2022-07-12,Website Visit,Phone,Positive
T137013,L31399,2022-04-20,Call,Phone,Negative
T137014,L31399,2022-05-28,Demo,LinkedIn,Negative
T137015,L31399,2022-05-21,Call,Email,Neutral
T137016,L31399,2022-06-09,Call,In-person,Positive
T137017,L31399,2022-05-11,Meeting,Phone,No Response
T137018,L31399,2022-04-24,Website Visit,Email,Neutral
T137019,L31400,2022-05-06,Email,In-person,No Response
T137020,L31400,2022-05-08,Call,Phone,No Response
T137021,L31400,2022-05-22,Website Visit,LinkedIn,Positive
T137022,L31400,2022-07-13,Email,Phone,Positive
T137023,L31400,2022-06-13,Demo,Email,Neutral
T137024,L31401,2022-05-24,Meeting,In-person,Positive
T137025,L31401,2022-04-21,Email,In-person,Positive
T137026,L31401,2022-07-15,Demo,LinkedIn,Neutral
T137027,L31401,2022-04-30,Call,Email,Positive
T137028,L31401,2022-06-22,Website Visit,Phone,Neutral
T137029,L31401,2022-05-08,Call,LinkedIn,Positive
T137030,L31401,2022-04-17,Email,Phone,Positive
T137031,L31401,2022-07-27,Email,In-person,Positive
T137032,L31402,2022-06-13,Website Visit,Email,Negative
T137033,L31402,2022-04-17,Meeting,In-person,Positive
T137034,L31402,2022-07-09,Call,Phone,Positive
T137035,L31402,2022-05-07,Call,Phone,Neutral
T137036,L31402,2022-07-14,Website Visit,Phone,Positive
T137037,L31402,2022-05-09,Website Visit,Email,Positive
T137038,L31403,2022-08-10,Call,In-person,Positive
T137039,L31403,2022-07-04,Call,Phone,Neutral
T137040,L31404,2022-04-17,Call,LinkedIn,Negative
T137041,L31404,2022-08-09,Website Visit,LinkedIn,No Response
T137042,L31404,2022-06-11,Website Visit,LinkedIn,Positive
T137043,L31405,2022-07-20,Demo,Email,Positive
T137044,L31405,2022-04-17,Meeting,In-person,No Response
T137045,L31405,2022-04-26,Call,Email,Positive
T137046,L31405,2022-05-22,Call,In-person,Neutral
T137047,L31405,2022-06-05,Website Visit,LinkedIn,Neutral
T137048,L31406,2022-05-04,Demo,In-person,No Response
T137049,L31406,2022-06-09,Email,Phone,Negative
T137050,L31406,2022-07-24,Call,In-person,No Response
T137051,L31406,2022-08-05,Demo,LinkedIn,Positive
T137052,L31406,2022-05-29,Demo,Email,Positive
T137053,L31406,2022-06-23,Demo,LinkedIn,No Response
T137054,L31407,2022-06-22,Website Visit,LinkedIn,No Response
T137055,L31407,2022-07-18,Demo,Phone,Positive
T137056,L31407,2022-04-13,Call,LinkedIn,Positive
T137057,L31408,2022-05-30,Demo,Email,No Response
T137058,L31408,2022-05-17,Demo,LinkedIn,Positive
T137059,L31408,2022-06-11,Demo,Phone,Positive
T137060,L31408,2022-05-17,Email,Phone,Positive
T137061,L31408,2022-07-26,Meeting,In-person,Neutral
T137062,L31408,2022-05-25,Call,In-person,Negative
T137063,L31409,2022-06-18,Call,Phone,Neutral
T137064,L31409,2022-08-11,Email,In-person,Positive
T137065,L31409,2022-08-03,Call,LinkedIn,Neutral
T137066,L31409,2022-07-20,Meeting,In-person,Negative
T137067,L31409,2022-05-08,Call,LinkedIn,Neutral
T137068,L31409,2022-07-31,Email,In-person,No Response
T137069,L31409,2022-08-04,Meeting,Phone,Positive
T137070,L31409,2022-07-30,Meeting,In-person,Neutral
T137071,L31409,2022-04-13,Meeting,Email,Negative
T137072,L31409,2022-07-31,Meeting,In-person,Positive
T137073,L31410,2022-06-08,Call,LinkedIn,Negative
T137074,L31410,2022-04-28,Website Visit,Email,Positive
T137075,L31410,2022-04-15,Call,Email,No Response
T137076,L31410,2022-05-30,Website Visit,In-person,Positive
T137077,L31411,2022-05-04,Website Visit,Phone,Neutral
T137078,L31411,2022-07-16,Meeting,LinkedIn,Positive
T137079,L31411,2022-05-27,Meeting,Email,Positive
T137080,L31411,2022-06-03,Demo,In-person,Neutral
T137081,L31411,2022-05-03,Demo,Phone,No Response
T137082,L31411,2022-04-14,Website Visit,In-person,Neutral
T137083,L31411,2022-07-26,Meeting,Phone,Positive
T137084,L31411,2022-08-07,Website Visit,In-person,Positive
T137085,L31412,2022-05-21,Demo,Phone,Neutral
T137086,L31412,2022-04-14,Website Visit,Email,Positive
T137087,L31412,2022-06-26,Meeting,In-person,Negative
T137088,L31412,2022-04-14,Email,LinkedIn,No Response
T137089,L31412,2022-07-23,Meeting,Email,Neutral
T137090,L31413,2022-05-28,Website Visit,LinkedIn,Neutral
T137091,L31413,2022-06-27,Demo,Email,Positive
T137092,L31413,2022-05-27,Demo,LinkedIn,No Response
T137093,L31413,2022-07-13,Demo,Email,Positive
T137094,L31413,2022-05-31,Website Visit,In-person,No Response
T137095,L31413,2022-05-05,Call,LinkedIn,No Response
T137096,L31414,2022-07-13,Meeting,LinkedIn,No Response
T137097,L31414,2022-06-16,Call,In-person,Neutral
T137098,L31414,2022-04-18,Email,Email,Positive
T137099,L31414,2022-07-23,Call,Phone,Neutral
T137100,L31414,2022-04-28,Demo,LinkedIn,No Response
T137101,L31415,2022-07-30,Demo,Phone,Positive
T137102,L31415,2022-06-15,Email,LinkedIn,Neutral
T137103,L31415,2022-07-07,Demo,Phone,Neutral
T137104,L31415,2022-05-24,Email,In-person,Positive
T137105,L31415,2022-04-21,Meeting,LinkedIn,Negative
T137106,L31415,2022-07-13,Email,Email,No Response
T137107,L31415,2022-05-11,Demo,Email,Neutral
T137108,L31415,2022-07-20,Call,Phone,No Response
T137109,L31416,2022-06-10,Email,Phone,No Response
T137110,L31416,2022-05-06,Website Visit,Email,No Response
T137111,L31416,2022-06-16,Email,LinkedIn,Neutral
T137112,L31416,2022-07-19,Email,Email,Positive
T137113,L31416,2022-07-11,Meeting,Phone,Positive
T137114,L31416,2022-07-09,Website Visit,LinkedIn,Positive
T137115,L31416,2022-07-22,Email,LinkedIn,No Response
T137116,L31417,2022-04-26,Call,Phone,Positive
T137117,L31417,2022-07-16,Meeting,In-person,Positive
T137118,L31417,2022-06-10,Email,Email,Neutral
T137119,L31417,2022-05-26,Demo,LinkedIn,No Response
T137120,L31417,2022-05-20,Demo,Email,Negative
T137121,L31417,2022-04-24,Email,Email,Negative
T137122,L31417,2022-08-12,Meeting,In-person,Positive
T137123,L31418,2022-07-07,Demo,Email,No Response
T137124,L31418,2022-05-21,Email,Phone,Negative
T137125,L31418,2022-06-06,Call,LinkedIn,No Response
T137126,L31418,2022-04-18,Call,Email,Positive
T137127,L31418,2022-06-22,Meeting,LinkedIn,Negative
T137128,L31419,2022-06-14,Call,Phone,Neutral
T137129,L31419,2022-05-24,Email,Phone,Positive
T137130,L31419,2022-06-24,Website Visit,Email,Neutral
T137131,L31419,2022-07-25,Website Visit,Email,Neutral
T137132,L31419,2022-06-01,Email,Email,No Response
T137133,L31419,2022-06-18,Website Visit,Phone,Positive
T137134,L31420,2022-05-30,Meeting,Phone,Neutral
T137135,L31420,2022-06-14,Website Visit,Email,Positive
T137136,L31420,2022-07-06,Website Visit,Email,No Response
T137137,L31420,2022-08-07,Website Visit,LinkedIn,Negative
T137138,L31421,2022-05-01,Meeting,Phone,No Response
T137139,L31421,2022-04-20,Email,LinkedIn,Positive
T137140,L31422,2022-08-09,Demo,LinkedIn,Neutral
T137141,L31422,2022-06-21,Email,Email,Positive
T137142,L31422,2022-05-13,Call,In-person,No Response
T137143,L31422,2022-08-01,Meeting,Phone,Positive
T137144,L31422,2022-04-30,Demo,Phone,Neutral
T137145,L31422,2022-07-02,Call,In-person,Neutral
T137146,L31422,2022-04-26,Website Visit,Phone,No Response
T137147,L31422,2022-05-30,Call,LinkedIn,Positive
T137148,L31423,2022-08-09,Website Visit,Email,Positive
T137149,L31423,2022-08-04,Email,Phone,Positive
T137150,L31423,2022-06-26,Demo,In-person,Neutral
T137151,L31424,2022-04-29,Website Visit,LinkedIn,No Response
T137152,L31424,2022-06-21,Email,LinkedIn,Positive
T137153,L31424,2022-07-22,Call,In-person,Negative
T137154,L31424,2022-07-31,Email,In-person,Neutral
T137155,L31425,2022-06-03,Website Visit,LinkedIn,Neutral
T137156,L31425,2022-07-24,Demo,Phone,Positive
T137157,L31426,2022-08-13,Website Visit,In-person,Negative
T137158,L31426,2022-06-18,Website Visit,Phone,Positive
T137159,L31426,2022-05-08,Call,In-person,Positive
T137160,L31426,2022-05-07,Demo,In-person,Positive
T137161,L31426,2022-08-13,Email,Email,Positive
T137162,L31426,2022-05-20,Call,Email,Neutral
T137163,L31427,2022-07-22,Meeting,Email,Positive
T137164,L31427,2022-07-28,Call,LinkedIn,No Response
T137165,L31427,2022-07-28,Meeting,LinkedIn,No Response
T137166,L31427,2022-05-14,Call,Email,No Response
T137167,L31427,2022-08-12,Meeting,Email,Neutral
T137168,L31428,2022-05-17,Email,LinkedIn,Negative
T137169,L31428,2022-05-14,Email,LinkedIn,Positive
T137170,L31428,2022-07-21,Meeting,Email,No Response
T137171,L31428,2022-08-03,Meeting,In-person,Negative
T137172,L31428,2022-05-24,Email,Email,Neutral
T137173,L31428,2022-05-19,Email,Email,Neutral
T137174,L31429,2022-05-05,Meeting,Phone,Negative
T137175,L31429,2022-06-19,Email,LinkedIn,Neutral
T137176,L31430,2022-08-13,Website Visit,LinkedIn,Positive
T137177,L31430,2022-08-08,Website Visit,LinkedIn,No Response
T137178,L31430,2022-05-18,Email,Email,Neutral
T137179,L31430,2022-04-15,Website Visit,In-person,Negative
T137180,L31430,2022-07-06,Email,In-person,Neutral
T137181,L31431,2022-06-29,Demo,Email,Positive
T137182,L31431,2022-06-03,Demo,LinkedIn,Positive
T137183,L31431,2022-05-21,Meeting,LinkedIn,Neutral
T137184,L31431,2022-05-17,Call,Phone,Negative
T137185,L31432,2022-05-28,Demo,Phone,Neutral
T137186,L31432,2022-04-21,Demo,Phone,Positive
T137187,L31432,2022-05-30,Demo,LinkedIn,Positive
T137188,L31432,2022-05-15,Demo,Email,Positive
T137189,L31432,2022-05-26,Meeting,Email,Neutral
T137190,L31432,2022-04-16,Call,Email,Positive
T137191,L31432,2022-07-12,Email,Phone,No Response
T137192,L31433,2022-07-26,Website Visit,LinkedIn,Positive
T137193,L31433,2022-06-02,Demo,Phone,Positive
T137194,L31433,2022-08-11,Website Visit,LinkedIn,No Response
T137195,L31433,2022-05-09,Email,In-person,Neutral
T137196,L31433,2022-05-03,Meeting,Email,Positive
T137197,L31433,2022-04-29,Call,Phone,Neutral
T137198,L31434,2022-05-28,Call,Phone,Negative
T137199,L31434,2022-05-19,Demo,Email,Neutral
T137200,L31434,2022-07-22,Meeting,Phone,Positive
T137201,L31434,2022-06-03,Email,Email,Neutral
T137202,L31434,2022-07-22,Demo,LinkedIn,Positive
T137203,L31434,2022-08-13,Meeting,In-person,Negative
T137204,L31435,2022-07-22,Website Visit,Email,Neutral
T137205,L31435,2022-05-18,Email,LinkedIn,Neutral
T137206,L31435,2022-04-17,Email,Email,Positive
T137207,L31435,2022-06-02,Meeting,LinkedIn,Positive
T137208,L31436,2022-07-19,Email,Email,No Response
T137209,L31436,2022-05-01,Demo,LinkedIn,Negative
T137210,L31436,2022-05-14,Email,LinkedIn,Positive
T137211,L31436,2022-05-30,Website Visit,Phone,No Response
T137212,L31436,2022-08-02,Email,LinkedIn,Positive
T137213,L31436,2022-06-20,Call,Phone,No Response
T137214,L31437,2022-07-08,Website Visit,In-person,Neutral
T137215,L31437,2022-05-30,Demo,Email,Negative
T137216,L31437,2022-07-10,Website Visit,Email,Positive
T137217,L31437,2022-07-13,Email,Phone,Positive
T137218,L31437,2022-08-06,Email,Email,Neutral
T137219,L31437,2022-07-13,Call,In-person,Neutral
T137220,L31437,2022-05-17,Demo,LinkedIn,Negative
T137221,L31438,2022-06-08,Demo,In-person,Negative
T137222,L31438,2022-08-02,Call,In-person,Negative
T137223,L31438,2022-05-15,Demo,Phone,Neutral
T137224,L31438,2022-07-24,Call,LinkedIn,Negative
T137225,L31438,2022-06-08,Call,Email,No Response
T137226,L31439,2022-05-30,Demo,Phone,Neutral
T137227,L31439,2022-06-14,Email,Phone,Neutral
T137228,L31439,2022-05-01,Meeting,Email,Negative
T137229,L31439,2022-07-30,Demo,LinkedIn,No Response
